Time,Clusters,BTC,USD,Netflow_Bytes,Port,label
7,1,22,18290,4086,5062,0
9,1,22,18289,4091,5062,0
11,1,22,18288,4096,5062,0
13,1,22,18287,4101,5062,0
15,1,22,18286,4106,5062,0
17,1,22,18285,4111,5062,0
19,1,22,18284,4116,5062,0
21,1,22,18283,4121,5062,0
23,1,22,18282,4126,5062,0
25,1,22,18281,4131,5062,0
27,1,22,18280,4136,5062,0
29,1,22,18279,4141,5062,0
31,1,22,18278,4146,5062,0
33,1,22,18277,4151,5062,0
35,1,22,18276,4156,5062,0
5,1,22,18275,4161,5062,0
7,1,22,18274,4166,5062,0
9,1,22,18273,4171,5062,0
8,1,22,18272,4176,5062,0
10,1,22,18271,4181,5062,0
12,1,22,18270,4186,5062,0
14,1,22,18269,4191,5062,0
16,1,22,18268,4196,5062,0
18,1,22,18267,4201,5062,0
20,1,22,18266,4206,5062,0
22,1,22,18265,4211,5062,0
24,1,22,18264,4216,5062,0
26,1,22,18263,4221,5062,0
28,1,22,18262,4226,5062,0
6,1,22,18261,4231,5062,0
8,1,22,18260,4236,5062,0
10,1,22,18259,4241,5062,0
12,1,22,18258,4246,5062,0
14,1,22,18257,4251,5062,0
16,1,22,18256,4256,5062,0
18,1,22,18255,4261,5062,0
20,1,22,18254,4266,5062,0
22,1,22,18253,4271,5062,0
24,1,22,18252,4276,5062,0
26,1,22,18251,4281,5062,0
3,1,22,18250,4286,5062,0
5,1,22,18249,4291,5062,0
1,1,22,18248,4296,5062,0
5,1,22,18247,4301,5062,0
9,1,22,18246,4306,5062,0
13,1,22,18245,4311,5062,0
17,1,22,18244,4316,5062,0
21,1,22,18243,4321,5062,0
25,1,22,18242,4326,5062,0
29,1,22,18241,4331,5062,0
33,1,22,18240,4336,5062,0
6,1,22,18239,4341,5062,0
10,1,22,18238,4346,5062,0
14,1,22,18237,4351,5062,0
18,1,22,18236,4356,5062,0
22,1,22,18235,4361,5062,0
26,1,22,18234,4366,5062,0
0,1,22,18233,4371,5062,0
4,1,22,18232,4376,5062,0
8,1,22,18231,4381,5062,0
12,1,22,18230,4386,5062,0
16,1,22,18229,4391,5062,0
20,1,22,18228,4396,5062,0
24,1,22,18227,4401,5062,0
28,1,22,18226,4406,5062,0
32,1,22,18225,4411,5062,0
36,1,22,18224,4416,5062,0
40,1,22,18223,4421,5062,0
1,1,22,18222,4426,5062,0
8,1,22,18221,4431,5062,0
1,1,22,18220,4436,5062,0
1,1,22,18219,4441,5062,0
1,1,22,18218,4446,5062,0
7,1,22,18217,4451,5062,0
7,1,22,18216,4456,5062,0
13,1,22,18215,4461,5062,0
13,1,22,18214,4466,5062,0
7,1,22,18213,4471,5062,0
19,1,22,18212,4476,5062,0
13,1,22,18211,4481,5062,0
25,1,22,18210,4486,5062,0
19,1,22,18209,4491,5062,0
31,1,22,18208,4496,5062,0
25,1,22,18207,4501,5062,0
37,1,22,18206,4506,5062,0
31,1,22,18205,4511,5066,0
43,1,22,18204,4516,5066,0
37,1,22,18203,4521,5066,0
49,1,22,18202,4526,5066,0
43,1,22,18201,4531,5066,0
38,1,22,18200,4536,5066,0
33,1,22,18199,4541,5066,0
28,1,22,18198,4546,5066,0
23,1,22,18197,4551,5066,0
18,1,22,18196,4556,5066,0
13,1,22,18195,4561,5066,0
8,1,22,18194,4566,5066,0
3,1,22,18193,4571,5066,0
59,1,22,18192,4576,5066,0
54,1,22,18191,4581,5066,0
49,1,22,18190,4586,5066,0
7,1,22,18189,4591,5066,0
2,1,22,18188,4596,5066,0
1,1,22,18187,4601,5066,0
4,1,22,18186,4606,5066,0
1,1,22,18185,4611,5066,0
6,1,22,18184,4616,5066,0
1,1,22,18183,4621,5066,0
5,1,22,18182,4626,5066,0
3,1,22,18181,4631,5066,0
1,1,22,18180,4636,5066,0
2,1,22,18179,4641,5066,0
1,1,22,18178,4646,5066,0
4,1,22,18177,4651,5066,0
5,1,22,18176,4656,5066,0
4,1,22,18175,4661,5066,0
7,1,22,18174,4666,5066,0
8,1,22,18173,4671,5066,0
7,1,22,18172,4676,5066,0
10,1,22,18171,4681,5066,0
11,1,22,18170,4686,5066,0
10,1,22,18169,4691,5066,0
13,1,22,18168,4696,5066,0
14,1,22,18167,4701,5066,0
13,1,22,18166,4706,5066,0
16,1,22,18165,4711,5066,0
17,1,22,18164,4716,5066,0
16,1,22,18163,4721,5066,0
19,1,22,18162,4726,5066,0
20,1,22,18161,4731,5066,0
19,1,22,18160,4736,5066,0
22,1,22,18159,4741,5066,0
23,1,22,18158,4746,5066,0
22,1,22,18157,4751,5066,0
25,1,22,18156,4756,5066,0
26,1,22,18155,4761,5066,0
25,1,22,18154,4766,5066,0
28,1,22,18153,4771,5066,0
29,1,22,18152,4776,5066,0
28,1,22,18151,4781,5066,0
31,1,22,18150,4786,5066,0
32,1,22,18149,4791,5066,0
31,1,22,18148,4796,5066,0
34,1,22,18147,4801,5066,0
35,1,22,18146,4806,5066,0
34,1,22,18145,4811,5066,0
37,1,22,18144,4816,5066,0
38,1,22,18143,4821,5066,0
37,1,22,18142,4826,5066,0
40,1,22,18141,4831,5066,0
41,1,22,18140,4836,5066,0
40,1,22,18139,4841,5066,0
43,1,22,18138,4846,5066,0
44,1,22,18137,4851,5066,0
43,1,22,18136,4856,5066,0
6,1,22,18135,4861,5066,0
47,1,22,18134,4866,5066,0
46,1,22,18133,4871,5066,0
9,1,22,18132,4876,5066,0
50,1,22,18131,4881,5066,0
49,1,22,18130,4886,5066,0
12,1,22,18129,4891,5066,0
53,1,22,18128,4896,5066,0
52,1,22,18127,4901,5066,0
15,1,22,18126,4906,5066,0
56,1,22,18125,4911,5066,0
55,1,22,18124,4916,5066,0
18,1,22,18123,4921,5066,0
1,1,22,18122,4926,5066,0
58,1,22,18121,4931,5066,0
1,1,22,18120,4936,5066,0
4,1,22,18119,4941,5066,0
4,1,22,18118,4946,5066,0
7,1,22,18117,4951,5066,0
7,1,22,18116,4956,5066,0
10,1,22,18115,4961,5066,0
10,1,22,18114,4966,5066,0
13,1,22,18113,4971,5066,0
13,1,22,18112,4976,5066,0
16,1,22,18111,4981,5066,0
16,1,22,18110,4986,5066,0
19,1,22,18109,4991,5066,0
19,1,22,18108,4996,5066,0
22,1,22,18107,5001,5066,0
22,1,22,18106,5006,5066,0
25,1,22,18105,5011,5066,0
25,1,22,18104,5016,5066,0
28,1,22,18103,5021,5066,0
28,1,22,18102,5026,5066,0
31,1,22,18101,5031,5066,0
31,1,22,18100,5036,5066,0
34,1,22,18099,5041,5066,0
34,1,22,18098,5046,5066,0
37,1,22,18097,5051,5066,0
37,1,22,18096,5056,5066,0
40,1,22,18095,5061,5066,0
40,1,22,18094,5066,5066,0
43,1,22,18093,5071,5066,0
43,1,22,18092,5076,5066,0
46,1,22,18091,5081,5066,0
3,1,22,18090,5086,5066,0
49,1,22,18089,5091,5066,0
6,1,22,18088,5096,5066,0
52,1,22,18087,5101,5066,0
9,1,22,18086,5106,5066,0
55,1,22,18085,5111,5066,0
12,1,22,18084,5116,5066,0
58,1,9,18083,5121,5066,0
15,1,9,18082,5126,5066,0
1,1,9,18081,5131,5066,0
59,1,9,18080,5136,5066,0
50,1,9,18079,5141,5066,0
41,1,9,18078,5146,5066,0
32,1,9,18077,5151,5066,0
23,1,9,18076,5156,5066,0
14,1,9,18075,5161,5066,0
5,1,9,18074,5166,5066,0
8,1,9,18073,5171,5066,0
11,1,9,18072,5176,5066,0
14,1,9,18071,5181,5066,0
17,1,9,18070,5186,5066,0
20,1,9,18069,5191,5066,0
23,1,9,18068,5196,5066,0
26,1,9,18067,5201,5066,0
29,1,9,18066,5206,5066,0
32,1,9,18065,5211,5066,0
5,1,9,18064,5216,5066,0
8,1,9,18063,5221,5066,0
11,1,9,18062,5226,5066,0
14,1,9,18061,5231,5066,0
17,1,9,18060,5236,5066,0
20,1,9,18059,5241,5066,0
23,1,9,18058,5246,5066,0
26,1,9,18057,5251,5066,0
1,1,9,18056,5256,5066,0
4,1,9,18055,5261,5066,0
7,1,9,18054,5266,5066,0
10,1,9,18053,5271,5066,0
13,1,9,18052,5276,5066,0
16,1,9,18051,5281,5066,0
19,1,9,18050,5286,5066,0
6,1,9,18049,5291,5066,0
9,1,9,18048,5296,5066,0
12,1,9,18047,5301,5066,0
15,1,9,18046,5306,5066,0
11,1,9,18045,5311,5066,0
7,1,9,18044,5316,5066,0
3,1,9,18043,5321,5066,0
5,1,9,18042,5326,5066,0
1,1,9,18041,5331,5066,0
2,1,9,18040,5336,5066,0
1,1,9,18039,5341,5066,0
1,1,9,18038,5346,5066,0
4,1,9,18037,5351,5066,0
4,1,9,18036,5356,5066,0
7,1,9,18035,5361,5066,0
7,1,9,18034,5366,5066,0
10,1,9,18033,5371,5066,0
10,1,9,18032,5376,5066,0
13,1,9,18031,5381,5066,0
13,1,9,18030,5386,5066,0
16,1,9,18029,5391,5066,0
16,1,9,18028,5396,5066,0
19,1,9,18027,5401,5066,0
19,1,9,18026,5406,5066,0
4,1,9,18025,5411,5066,0
22,1,9,18024,5416,5066,0
7,1,9,18023,5421,5066,0
25,1,9,18022,5426,5066,0
10,1,9,18021,5431,5066,0
28,1,9,18020,5436,5066,0
13,1,9,18019,5441,5066,0
31,1,9,18018,5446,5066,0
16,1,9,18017,5451,5066,0
34,1,9,18016,5456,5066,0
6,1,9,18015,5461,5066,0
37,1,9,18014,5466,5066,0
9,1,9,18013,5471,5066,0
40,1,9,18012,5476,5066,0
12,1,9,18011,5481,5066,0
43,1,9,18010,5486,5066,0
15,1,9,18009,5491,5066,0
46,1,9,18008,5496,5066,0
5,1,9,18007,5501,5066,0
49,1,9,18006,5506,5066,0
1,1,9,18005,5511,5066,0
52,1,9,18004,5516,5066,0
4,1,9,18003,5521,5066,0
55,1,9,18002,5526,5066,0
7,1,9,18001,5531,5066,0
58,1,9,18000,5536,5066,0
10,1,9,17999,5541,5066,0
61,1,9,17998,5546,5066,0
13,1,9,17997,5551,5066,0
4,1,9,17996,5556,5066,0
7,1,9,17995,5561,5066,0
10,1,9,17994,5566,5066,0
13,1,9,17993,5571,5066,0
16,1,9,17992,5576,5066,0
19,1,9,17991,5581,5066,0
22,1,9,17990,5586,5066,0
6,1,9,17989,5591,5066,0
9,1,9,17988,5596,5066,0
12,1,9,17987,5601,5066,0
15,1,9,17986,5606,5066,0
18,1,9,17985,5611,5066,0
21,1,9,17984,5616,5066,0
24,1,9,17983,5621,5066,0
27,1,9,17982,5626,5066,0
6,1,9,17981,5631,5066,0
9,1,9,17980,5636,5066,0
12,1,9,17979,5641,5066,0
15,1,9,17978,5646,5066,0
0,1,9,17977,5651,5066,0
3,1,9,17976,5656,5066,0
6,1,9,17975,5661,5066,0
9,1,9,17974,5666,5066,0
12,1,9,17973,5671,5066,0
15,1,9,17972,5676,5066,0
18,1,9,17971,5681,5066,0
21,1,9,17970,5686,5066,0
8,1,9,17969,5691,5066,0
11,1,9,17968,5696,5066,0
14,1,9,17967,5701,5066,0
17,1,9,17966,5706,5066,0
20,1,9,17965,5711,5066,0
23,1,9,17964,5716,5066,0
26,1,9,17963,5721,5066,0
29,1,9,17962,5726,5066,0
32,1,9,17961,5731,5066,0
35,1,9,17960,5736,5066,0
38,1,9,17959,5741,5066,0
41,1,9,17958,5746,5066,0
1,1,9,17957,5751,5066,0
9,1,9,17956,5756,5066,0
1,1,9,17955,5761,5066,0
2,1,9,17954,5766,5066,0
1,1,9,17953,5771,5066,0
6,1,9,17952,5776,5066,0
9,1,9,17951,5781,5066,0
5,1,9,17950,5786,5066,0
7,1,9,17949,5791,5066,0
3,1,9,17948,5796,5066,0
1,1,9,17947,5801,5066,0
5,1,9,17946,5806,5066,0
1,1,9,17945,5811,5066,0
8,1,9,17944,5816,5066,0
4,1,9,17943,5821,5066,0
11,1,9,17942,5826,5066,0
7,1,9,17941,5831,5066,0
14,1,9,17940,5836,5066,0
10,1,9,17939,5841,5066,0
17,1,9,17938,5846,5066,0
13,1,9,17937,5851,5066,0
20,1,9,17936,5856,5066,0
16,1,9,17935,5861,5066,0
23,1,9,17934,5866,5066,0
19,1,9,17933,5871,5066,0
26,1,9,17932,5876,5066,0
22,1,9,17931,5881,5066,0
29,1,9,17930,5886,5066,0
25,1,9,17929,5891,5066,0
32,1,9,17928,5896,5066,0
28,1,9,17927,5901,5066,0
35,1,9,17926,5906,5066,0
31,1,9,17925,5911,5066,0
38,1,9,17924,5916,5066,0
34,1,9,17923,5921,5066,0
41,1,9,17922,5926,5066,0
37,1,9,17921,5931,5066,0
6,1,9,17920,5936,5066,0
12,1,9,17919,5941,5066,0
30,1,9,17918,5946,5066,0
40,1,9,17917,5951,5066,0
43,1,9,17916,5956,5066,0
41,1,9,17915,5961,5066,0
41,1,9,17914,5966,5066,0
41,1,9,17913,5971,5066,0
41,1,9,17912,5976,5066,0
45,1,9,17911,5981,5066,0
45,1,9,17910,5986,5066,0
45,1,9,17909,5991,5066,0
49,1,9,17908,5996,5066,0
49,1,9,17907,6001,5066,0
49,1,9,17906,6006,5066,0
53,1,9,17905,6011,5066,0
53,1,9,17904,6016,5066,0
53,1,9,17903,6021,5066,0
57,1,9,17902,6026,5066,0
57,1,9,17901,6031,5066,0
57,1,9,17900,6036,5066,0
54,1,9,17899,6041,5066,0
1,1,9,17898,6046,5066,0
59,1,9,17897,6051,5066,0
58,1,9,17896,6056,5066,0
5,1,9,17895,6061,5066,0
6,1,9,17894,6066,5066,0
5,1,9,17893,6071,5066,0
9,1,9,17892,6076,5066,0
10,1,9,17891,6081,5066,0
9,1,9,17890,6086,5066,0
13,1,9,17889,6091,5066,0
14,1,9,17888,6096,5066,0
13,1,9,17887,6101,5066,0
17,1,9,17886,6106,5066,0
18,1,9,17885,6111,5066,0
17,1,9,17884,6116,5066,0
21,1,9,17883,6121,5066,0
22,1,9,17882,6126,5066,0
21,1,9,17881,6131,5066,0
25,1,9,17880,6136,5066,0
26,1,9,17879,6141,5066,0
25,1,9,17878,6146,5066,0
29,1,9,17877,6151,5066,0
30,1,9,17876,6156,5066,0
29,1,9,17875,6161,5066,0
33,1,9,17874,6166,5066,0
34,1,9,17873,6171,5066,0
32,1,9,17872,6176,5066,0
30,1,9,17871,6181,5066,0
28,1,9,17870,6186,5066,0
26,1,9,17869,6191,5066,0
24,1,9,17868,6196,5066,0
22,1,9,17867,6201,5066,0
20,1,9,17866,6206,5066,0
18,1,9,17865,6211,5066,0
16,1,9,17864,6216,5066,0
14,1,9,17863,6221,5066,0
12,1,9,17862,6226,5066,0
10,1,9,17861,6231,5066,0
8,1,9,17860,6236,5066,0
6,1,9,17859,6241,5066,0
4,1,9,17858,6246,5066,0
2,1,9,17857,6251,5066,0
1,1,9,17856,6256,5066,0
50,1,9,1,6261,5066,0
48,1,9,1,6266,5066,0
46,1,9,1,6271,5066,0
44,1,9,1,6276,5066,0
42,1,9,1,6281,5066,0
40,1,9,1,6286,5066,0
38,1,9,1,6291,5066,0
36,1,9,1,6296,5066,0
34,1,9,1,6301,5066,0
32,1,9,1,6306,5066,0
37,1,9,1,6311,5061,0
42,1,9,1,6316,5061,0
47,1,9,1,6321,5061,0
52,1,9,1,6326,5061,0
57,1,9,1,6331,5061,0
54,1,9,1,6336,5061,0
59,1,9,1,6341,5061,0
56,1,9,1,6346,5061,0
50,1,9,1,6351,5061,0
55,1,9,1,6356,5061,0
34,1,9,1,6361,5061,0
31,1,9,1,6366,5061,0
36,1,9,1,6371,5061,0
31,1,9,1,6376,5061,0
26,1,9,1,6381,5061,0
21,1,9,1,6386,5061,0
16,1,9,1,6391,5061,0
11,1,9,1,6396,5061,0
6,1,9,1,6401,5061,0
1,1,9,1,6406,5061,0
7,1,9,1,6411,5061,0
2,1,9,1,6416,5061,0
7,1,9,1,6421,5061,0
2,1,9,1,6426,5061,0
20,1,9,1,6431,5061,0
15,1,9,1,6436,5061,0
10,1,9,1,6441,5061,0
7,1,9,1,6446,5061,0
2,1,9,1,6451,5061,0
9,1,9,1,6456,5061,0
4,1,9,1,6461,5061,0
30,1,9,1,6466,5061,0
25,1,9,1,6471,5061,0
20,1,9,1,6476,5061,0
15,1,9,1,6481,5061,0
10,1,9,1,6486,5061,0
5,1,9,1,6491,5061,0
1,1,9,1,6496,5061,0
3,1,9,1,6501,5061,0
8,1,9,1,6506,5061,0
3,1,9,1,6511,5061,0
10,1,9,1,6516,5061,0
5,1,9,1,6521,5061,0
1,1,9,1,6526,5061,0
8,1,9,1,6531,5061,0
3,1,9,1,6536,5061,0
1,1,9,1,6541,5061,0
7,1,9,1,6546,5061,0
2,1,9,1,6551,5061,0
3,1,9,1,6556,5061,0
30,1,9,1,6561,5061,0
25,1,9,1,6566,5061,0
58,1,9,1,6571,5061,0
50,1,9,1,6576,5061,0
42,1,9,1,6581,5061,0
34,1,9,1,6586,5061,0
26,1,9,1,6591,5061,0
18,1,9,1,6596,5061,0
10,1,9,1,6601,5061,0
2,1,9,1,6606,5061,0
10,1,9,1,6611,5061,0
2,1,9,1,6616,5061,0
4,1,9,1,6621,5061,0
9,1,9,1,6626,5061,0
1,1,9,1,6631,5061,0
9,1,9,1,6636,5061,0
1,1,9,1,6641,5061,0
1,1,9,1,6646,5061,0
50,1,9,1,6651,5061,0
42,1,9,1,6656,5068,0
34,1,9,1,6661,5068,0
26,1,9,50991,12,5066,0
18,1,9,50991,14,5066,0
10,1,9,50991,16,5066,0
2,1,9,50991,18,5066,0
6,1,9,50991,20,5066,0
4,1,9,50991,22,5066,0
6,1,9,50991,24,5066,0
9,1,9,50991,26,5066,0
12,1,9,50991,28,5066,0
15,1,9,50991,30,5066,0
18,1,9,50991,32,5066,0
21,1,9,50991,34,5066,0
24,1,9,50991,36,5066,0
27,1,9,50991,38,5066,0
30,1,9,50991,40,5066,0
33,1,9,50991,42,5066,0
36,1,9,50991,44,5066,0
39,1,9,50991,46,5066,0
42,1,9,50991,48,5066,0
45,1,9,50991,50,5066,0
48,1,9,50991,52,5066,0
51,1,9,50991,54,5066,0
54,1,9,50991,56,5066,0
52,1,9,50991,58,5066,0
50,1,9,50991,60,5066,0
48,1,9,50991,62,5066,0
46,1,9,50991,64,5066,0
44,1,9,50991,66,5066,0
42,1,9,50991,68,5066,0
40,1,9,50991,70,5066,0
38,1,9,50991,72,5066,0
36,1,9,50991,74,5066,0
34,1,9,50991,76,5066,0
32,1,9,50991,78,5066,0
30,1,9,50991,80,5066,0
28,1,9,50991,82,5066,0
26,1,9,50991,84,5066,0
24,1,9,50991,86,5066,0
22,1,9,50991,88,5066,0
20,1,9,50991,90,5066,0
18,1,9,50991,92,5066,0
16,1,15,50991,94,5066,0
14,1,15,50991,96,5066,0
12,1,15,50991,98,5066,0
10,1,15,50991,100,5066,0
8,1,15,50991,102,5066,0
6,1,15,50991,104,5066,0
4,1,15,50991,106,5066,0
6,1,15,50991,108,5066,0
8,1,15,50991,110,5066,0
10,1,15,50989,112,5066,0
12,1,15,50987,114,5066,0
14,1,15,50985,116,5066,0
16,1,15,50983,118,5066,0
18,1,15,50981,120,5066,0
20,1,15,50979,122,5066,0
22,1,15,50977,124,5066,0
24,1,15,50975,126,5066,0
26,1,15,50973,128,5066,0
28,1,15,50971,130,5066,0
30,1,15,50969,132,5066,0
32,1,15,50967,134,5066,0
34,1,15,50965,136,5066,0
36,1,15,50963,138,5066,0
38,1,15,50961,140,5066,0
40,1,15,50959,142,5066,0
42,1,15,50957,144,5066,0
44,1,15,50955,146,5066,0
46,1,15,50953,148,5066,0
48,1,15,50951,150,5066,0
50,1,15,50949,152,5066,0
52,1,15,50947,154,5066,0
54,1,15,50945,156,5066,0
56,1,15,50943,158,5066,0
58,1,15,50941,160,5066,0
40,1,15,50939,162,5066,0
37,1,15,50937,164,5066,0
34,1,15,50935,166,5066,0
31,1,15,50933,168,5066,0
28,1,15,50931,170,5066,0
25,1,15,50929,172,5066,0
22,1,15,50927,174,5066,0
19,1,15,50925,176,5066,0
16,1,15,50923,178,5066,0
13,1,15,50921,180,5066,0
10,1,15,50919,182,5066,0
7,1,15,50917,184,5066,0
4,1,15,50915,186,5066,0
1,1,15,50913,188,5066,0
1,1,15,50911,190,5066,0
7,1,15,50909,192,5066,0
4,1,15,50907,194,5066,0
4,1,15,50905,196,5066,0
10,1,15,50903,198,5066,0
7,1,15,50901,200,5066,0
7,1,15,50899,202,5066,0
13,1,15,50897,204,5066,0
10,1,15,50895,206,5066,0
10,1,15,50893,208,5066,0
16,1,15,50891,210,5066,0
13,1,15,50889,212,5066,0
13,1,15,50887,214,5066,0
19,1,15,50885,216,5066,0
16,1,13,50883,218,5066,0
16,1,13,50881,220,5066,0
22,1,13,50879,222,5066,0
19,1,13,50877,224,5066,0
19,1,13,50875,226,5066,0
25,1,13,50873,228,5066,0
22,1,13,50871,230,5066,0
22,1,13,50869,232,5066,0
28,1,13,50867,234,5066,0
25,1,13,50865,236,5066,0
25,1,13,50863,238,5066,0
31,1,13,50861,240,5066,0
28,1,13,50859,242,5066,0
28,1,13,50857,244,5066,0
34,1,13,50855,246,5066,0
31,1,13,50853,248,5066,0
31,11,13,23221,243,5068,0
37,11,13,23221,238,5068,0
34,11,13,23221,233,5068,0
34,11,13,23221,228,5068,0
40,11,13,23221,223,5068,0
37,11,13,23221,218,5068,0
37,11,13,23221,213,5068,0
43,11,13,23221,208,5068,0
40,11,13,23221,203,5068,0
40,11,13,23221,198,5068,0
46,11,13,23221,193,5068,0
43,11,13,23221,188,5068,0
43,11,13,23221,183,5061,0
49,11,13,23221,178,5061,0
46,11,13,23221,173,5061,0
46,11,13,23221,168,5061,0
52,11,13,23221,163,5061,0
49,11,13,23221,158,5061,0
49,11,13,23221,153,5061,0
55,11,13,23221,148,5061,0
52,11,13,23221,143,5061,0
52,11,13,23221,138,5061,0
58,11,13,23221,133,5061,0
55,11,13,23221,128,5061,0
55,11,13,23221,123,5061,0
61,11,13,23221,118,5061,0
58,11,13,23221,113,5061,0
58,11,13,23221,108,5061,0
4,11,13,23221,103,5061,0
6,11,13,23221,98,5061,0
8,11,13,23221,93,5061,0
10,11,13,23221,88,5061,0
12,3,13,125455,56,5062,0
14,3,13,125459,53,5062,0
16,3,13,125463,50,5062,0
18,3,13,125467,47,5062,0
20,3,13,125471,44,5062,0
22,3,13,125475,41,5062,0
24,3,13,125479,38,5062,0
26,3,13,125483,35,5062,0
28,3,13,125487,32,5062,0
30,3,13,125491,29,5062,0
32,3,13,125495,26,5062,0
34,3,13,125499,23,5062,0
36,3,13,125503,20,5062,0
38,3,13,125507,17,5062,0
40,3,13,125511,14,5062,0
42,3,13,125515,11,5062,0
44,3,13,125519,8,5062,0
46,3,13,125523,5,5062,0
48,3,13,125527,2,5062,0
50,3,13,125531,7,5062,0
52,3,13,125535,4,5062,0
54,3,13,125539,1,5062,0
56,3,13,125543,11,5062,0
58,3,13,125547,8,5062,0
2,3,13,125551,5,5062,0
4,3,13,125555,2,5062,0
6,3,13,125559,22,5062,0
8,3,13,125563,19,5062,0
10,3,13,125567,16,5062,0
12,3,13,125571,13,5062,0
14,3,13,125575,10,5062,0
16,3,13,125579,7,5062,0
18,3,13,125583,4,5062,0
20,3,13,125587,1,5062,0
22,3,13,125591,101,5062,0
24,3,13,125595,98,5062,0
26,3,13,125599,95,5062,0
28,3,13,125603,92,5062,0
30,3,13,125607,89,5062,0
32,3,13,125611,86,5062,0
34,3,13,125615,83,5062,0
36,3,13,125619,80,5062,0
38,3,13,125623,77,5062,0
40,3,13,125627,74,5062,0
42,3,13,125631,71,5062,0
44,3,13,125635,68,5062,0
46,3,13,125639,65,5062,0
48,3,13,125643,62,5062,0
50,3,13,125647,59,5062,0
52,3,13,125651,56,5062,0
54,3,13,125655,53,5062,0
56,3,13,125659,50,5062,0
58,3,13,125663,47,5062,0
9,3,13,125667,44,5062,0
11,3,13,125671,41,5062,0
13,3,13,125675,38,5062,0
15,3,13,125679,35,5062,0
17,3,13,125683,32,5062,0
19,3,13,125687,29,5062,0
21,3,13,125691,26,5062,0
23,3,13,125695,23,5062,0
25,3,13,125699,20,5062,0
27,3,13,125703,17,5062,0
29,3,13,125707,14,5062,0
31,3,13,125711,11,5062,0
33,3,13,125715,8,5062,0
35,3,13,125719,5,5062,0
37,3,13,125723,2,5062,0
39,3,13,125727,302,5062,0
41,3,13,125731,299,5062,0
43,3,30,125735,296,5062,0
45,3,30,125739,293,5062,0
47,3,30,125743,290,5062,0
49,3,30,125747,287,5062,0
51,3,30,125751,284,5062,0
53,3,30,125755,281,5062,0
55,3,30,125759,278,5062,0
57,3,30,125763,275,5062,0
59,3,30,125767,272,5062,0
6,3,30,125771,269,5062,0
8,3,30,125775,266,5062,0
10,3,30,125779,263,5062,0
12,3,30,125783,260,5062,0
14,3,30,125787,257,5062,0
16,3,30,125791,254,5062,0
18,3,30,125795,251,5062,0
20,3,30,125799,248,5062,0
22,3,30,125803,245,5062,0
24,3,30,125807,242,5062,0
26,3,30,125811,239,5062,0
28,3,30,125815,236,5062,0
30,3,30,125819,233,5062,0
32,3,30,125823,230,5062,0
34,3,30,125827,227,5062,0
36,3,30,125831,224,5062,0
38,3,30,125835,221,5062,0
40,3,30,125839,218,5062,0
42,3,30,125843,215,5062,0
44,3,30,125847,212,5062,0
46,3,30,125851,209,5062,0
48,3,30,125855,206,5062,0
50,3,30,125859,203,5062,0
0,3,30,125863,200,5062,0
2,3,30,125867,197,5062,0
4,3,30,125871,194,5062,0
6,3,30,125875,191,5062,0
8,3,30,125879,188,5062,0
10,3,30,125883,185,5062,0
12,3,30,125887,182,5062,0
14,3,30,125891,179,5062,0
16,3,30,125895,176,5062,0
18,3,30,125899,173,5062,0
20,3,30,125903,170,5062,0
22,3,30,125907,167,5062,0
24,3,30,125911,164,5062,0
26,3,30,125915,161,5062,0
28,3,30,125919,158,5062,0
30,3,30,125923,155,5062,0
32,3,30,125927,152,5062,0
34,3,30,125931,149,5062,0
36,3,30,125935,146,5062,0
38,3,30,125939,143,5062,0
40,3,30,125943,140,5062,0
42,3,30,125947,137,5062,0
44,3,30,125951,134,5062,0
46,3,30,125955,131,5062,0
48,3,30,125959,128,5062,0
50,3,30,125963,125,5062,0
52,3,30,125967,122,5062,0
54,3,30,125971,119,5062,0
56,3,30,125975,116,5062,0
58,3,30,125979,113,5062,0
0,3,30,125983,110,5062,0
2,3,30,125987,107,5062,0
4,3,30,125991,104,5062,0
6,3,30,125995,101,5062,0
8,3,30,125999,98,5062,0
10,3,30,126003,95,5062,0
12,3,30,126007,92,5062,0
14,3,30,126011,89,5062,0
16,3,30,126015,86,5062,0
18,3,30,126019,83,5062,0
20,3,30,126023,80,5062,0
22,3,30,126027,77,5062,0
24,3,30,126031,74,5062,0
26,3,30,126035,71,5062,0
28,3,30,126039,68,5062,0
30,3,30,126043,65,5062,0
32,3,30,126047,62,5068,0
34,3,30,126051,59,5068,0
36,3,30,126055,56,5068,0
38,3,30,126059,53,5068,0
40,3,30,126063,50,5068,0
42,3,30,126067,47,5068,0
44,3,30,126071,44,5068,0
46,3,30,126075,41,5068,0
48,3,30,126079,38,5068,0
50,3,30,126083,35,5068,0
52,3,30,126087,32,5068,0
54,3,30,126091,29,5068,0
56,3,30,126095,26,5068,0
58,3,30,126099,23,5068,0
1,3,30,126103,20,5068,0
3,3,30,126107,17,5068,0
5,3,30,126111,14,5068,0
7,3,30,126115,11,5068,0
9,3,30,126119,8,5068,0
11,3,30,126123,5,5068,0
13,3,30,126127,2,5068,0
15,3,30,126131,402,5068,0
17,3,30,126135,399,5068,0
19,3,30,126139,396,5068,0
21,3,30,126143,393,5068,0
23,3,30,126147,390,5068,0
25,3,30,126151,387,5068,0
7,1,30,5432,1320,5061,0
5,1,30,5437,1338,5061,0
3,1,30,5442,1356,5061,0
